title,text,subject,date
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,22-03-2009
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,31-03-2019
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,19-04-2009
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,17-05-2003
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,23-11-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,18-06-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-03-2006
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,25-06-2006
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,27-07-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,20-09-2002
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,12-01-2013
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,10-04-2020
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,03-06-2000
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,17-04-2006
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-05-2002
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-12-2009
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,16-08-2003
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,08-05-2009
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,10-09-2008
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,23-08-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-08-2022
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,19-10-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,02-03-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,19-08-2016
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-07-2004
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,05-08-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,23-03-2012
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,19-09-2003
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-02-2000
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,10-05-2011
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,22-04-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,20-11-2009
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,25-11-2008
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,24-02-2022
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,29-05-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,09-10-2009
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,16-08-2003
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,21-12-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,14-07-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,30-12-2019
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,06-06-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,29-11-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,23-06-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,09-10-2009
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,23-03-2023
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,03-08-2019
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,15-10-2012
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,11-08-2006
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,21-02-2013
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,08-09-2018
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,10-05-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-01-2011
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,04-10-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,29-12-2023
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,21-05-2008
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,28-12-2024
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,26-12-2020
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-12-2013
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,01-11-2001
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,06-03-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,22-01-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,28-12-2023
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,24-08-2019
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,29-03-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,16-12-2002
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,17-10-2023
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,21-06-2023
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,29-05-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,15-07-2024
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,18-12-2009
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,16-05-2005
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,27-10-2024
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,09-09-2000
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,15-02-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,20-12-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-10-2016
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,14-12-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,27-01-2023
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,27-06-2006
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,28-01-2009
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,16-10-2024
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,25-11-2017
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,17-02-2014
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,12-04-2014
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,21-07-2001
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,01-02-2003
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,17-01-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-12-2021
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,09-04-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,24-05-2004
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,10-05-2000
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,18-10-2012
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,03-07-2004
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,20-05-2017
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,26-12-2000
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,07-11-2015
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,19-09-2005
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,05-02-2011
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,24-04-2021
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,03-09-2023
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,06-03-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,29-08-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,16-12-2003
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,12-12-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,16-01-2007
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,26-01-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,04-06-2015
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,06-04-2014
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,24-01-2021
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,09-01-2016
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,27-10-2009
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,25-12-2021
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,24-08-2018
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,24-09-2015
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,04-04-2023
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,29-10-2002
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,25-05-2015
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,15-12-2017
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,08-05-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,10-08-2004
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-04-2021
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,02-11-2016
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,07-02-2001
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,17-05-2012
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,28-08-2022
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,13-02-2010
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,02-02-2017
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,18-12-2020
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,12-12-2024
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,07-03-2005
Amazon was founded by Jeff Bezos in 1994....,Amazon was founded by Jeff Bezos in 1994.,Companies,15-06-2005
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,21-07-2023
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,30-06-2013
Elon Musk is the CEO of Tesla and SpaceX....,Elon Musk is the CEO of Tesla and SpaceX.,CEOs,09-06-2007
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,19-08-2008
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,11-06-2022
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,07-04-2016
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,01-06-2009
"Apple Inc. was founded by Steve Jobs, Steve Woznia...","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne.",Companies,28-09-2022
The United Nations was established in 1945....,The United Nations was established in 1945.,Politics,14-07-2003
Sundar Pichai is the CEO of Google....,Sundar Pichai is the CEO of Google.,CEOs,01-10-2003
The U.S. Constitution was signed in 1787....,The U.S. Constitution was signed in 1787.,Politics,05-11-2013
The COVID-19 pandemic began in 2019....,The COVID-19 pandemic began in 2019.,Current Affairs,25-11-2007
The FIFA World Cup is held every four years....,The FIFA World Cup is held every four years.,Current Affairs,25-03-2004
